entity_id,state,last_changed,current_temperature,hvac_action,target_temp_high,target_temp_low,temperature
sensor.corridoio_temperatura_2,18.68249635781111,2026-01-12T11:00:00.000Z
sensor.corridoio_temperatura_2,18.734034784583333,2026-01-12T12:00:00.000Z
sensor.corridoio_temperatura_2,18.757288881405554,2026-01-12T13:00:00.000Z
sensor.corridoio_temperatura_2,18.742008944294444,2026-01-12T14:00:00.000Z
sensor.corridoio_temperatura_2,18.74359976785,2026-01-12T15:00:00.000Z
sensor.corridoio_temperatura_2,18.840241015416666,2026-01-12T16:00:00.000Z
sensor.corridoio_temperatura_2,18.861241822758334,2026-01-12T17:00:00.000Z
sensor.corridoio_temperatura_2,18.888118930366666,2026-01-12T18:00:00.000Z
sensor.corridoio_temperatura_2,18.897988376816667,2026-01-12T19:00:00.000Z
sensor.corridoio_temperatura_2,18.948251927349997,2026-01-12T20:00:00.000Z
sensor.corridoio_temperatura_2,18.973233558933334,2026-01-12T21:00:00.000Z
sensor.corridoio_temperatura_2,18.96572494867222,2026-01-12T22:00:00.000Z
sensor.corridoio_temperatura_2,18.89759897094722,2026-01-12T23:00:00.000Z
sensor.corridoio_temperatura_2,18.841220150311113,2026-01-13T00:00:00.000Z
sensor.corridoio_temperatura_2,18.75620192473611,2026-01-13T01:00:00.000Z
sensor.corridoio_temperatura_2,18.68685532468611,2026-01-13T02:00:00.000Z
sensor.corridoio_temperatura_2,18.605136345277778,2026-01-13T03:00:00.000Z
sensor.corridoio_temperatura_2,18.52589614380278,2026-01-13T04:00:00.000Z
sensor.corridoio_temperatura_2,18.456425439561112,2026-01-13T05:00:00.000Z
sensor.corridoio_temperatura_2,18.499946192208334,2026-01-13T06:00:00.000Z
sensor.corridoio_temperatura_2,18.587104750544444,2026-01-13T07:00:00.000Z
sensor.corridoio_temperatura_2,18.581775785738888,2026-01-13T08:00:00.000Z
sensor.corridoio_temperatura_2,18.560862595469445,2026-01-13T09:00:00.000Z
sensor.corridoio_temperatura_2,18.505436732080558,2026-01-13T10:00:00.000Z
sensor.corridoio_temperatura_2,18.452536934066668,2026-01-13T11:00:00.000Z
sensor.corridoio_temperatura_2,18.39123475058889,2026-01-13T12:00:00.000Z
sensor.corridoio_temperatura_2,18.34747475935833,2026-01-13T13:00:00.000Z
sensor.corridoio_temperatura_2,18.315143827825,2026-01-13T14:00:00.000Z
sensor.corridoio_temperatura_2,18.30544797301111,2026-01-13T15:00:00.000Z
sensor.corridoio_temperatura_2,18.335996052522223,2026-01-13T16:00:00.000Z
sensor.corridoio_temperatura_2,18.53677719168611,2026-01-13T17:00:00.000Z
sensor.corridoio_temperatura_2,18.929801768969444,2026-01-13T18:00:00.000Z
sensor.corridoio_temperatura_2,19.259610095191668,2026-01-13T19:00:00.000Z
sensor.corridoio_temperatura_2,19.55143482128889,2026-01-13T20:00:00.000Z
sensor.corridoio_temperatura_2,19.860397770191668,2026-01-13T21:00:00.000Z
sensor.corridoio_temperatura_2,19.83883027223889,2026-01-13T22:00:00.000Z
sensor.corridoio_temperatura_2,19.570192122738888,2026-01-13T23:00:00.000Z
sensor.corridoio_temperatura_2,19.351499302244445,2026-01-14T00:00:00.000Z
sensor.corridoio_temperatura_2,19.2139789117,2026-01-14T01:00:00.000Z
sensor.corridoio_temperatura_2,19.096897087216668,2026-01-14T02:00:00.000Z
sensor.corridoio_temperatura_2,19.00079333088889,2026-01-14T03:00:00.000Z
sensor.corridoio_temperatura_2,18.88977754265278,2026-01-14T04:00:00.000Z
sensor.corridoio_temperatura_2,18.7952777428,2026-01-14T05:00:00.000Z
sensor.corridoio_temperatura_2,18.85193924791389,2026-01-14T06:00:00.000Z
sensor.corridoio_temperatura_2,18.921433811386112,2026-01-14T07:00:00.000Z
sensor.corridoio_temperatura_2,18.897847830205553,2026-01-14T08:00:00.000Z
sensor.corridoio_temperatura_2,18.870343143472223,2026-01-14T09:00:00.000Z
